sensor_id,latitude,longitude,pm25,pm10,no2,so2,co,temperature,humidity,wind_speed,wind_direction,aqi
S1,10.956181017827104,76.97840632923085,74.58218210731494,85.58071673579168,34.62365297575152,14.52352233806524,0.8300837810287154,30.04141047937352,64.17319314157301,14.698404270638571,122.617499969265,79.51823204130815
S2,11.042607145961489,76.866827992999,55.31505762449139,118.8847806456439,46.03301882016521,16.395107628851697,0.8729922004932451,24.75265507059936,63.78252491616716,3.439367713242104,25.816279985154363,93.04709744067443
S3,11.009799091271711,76.88232574281892,65.22929456942445,112.52292969060952,36.142276486620396,18.039482548582697,1.2806831170476551,25.73954534769851,80.13449743242131,7.49312956805528,147.46640216228352,73.55160135235599
S4,10.989798772629555,77.02971083770541,50.34599865109816,75.56111888003622,36.50301761461878,15.93304561578179,0.7884762405932829,28.77910118258133,71.30811684554777,2.546320777228269,112.0382982228217,112.42061334648943
S5,10.923402796066366,76.97128581193192,59.86249528732663,102.48330763573065,31.36387787786144,12.767831927247359,0.8402198093429936,27.561951191362866,54.758131756707954,11.618753569970094,243.76343030460336,90.00414129836395
S6,10.923399178050431,76.85183941032332,53.047854184484734,118.78467808429473,34.43054376278933,15.970449964491538,1.0101308792015224,29.252114788058215,83.54092566334188,13.934995178588958,218.08052980296853,89.8139935772277
S7,10.90871254182523,76.87029430857321,56.45493947489077,58.26486797196571,38.07801768892059,20.36815874929886,1.0211051865915968,30.22659969958843,77.21033695525352,5.640485284156362,131.2537421511144,83.44210566974164
S8,11.029926421866241,76.98270035382161,63.9273553815537,113.58400480949838,17.898316073433744,9.8674235029447,1.0374060611120761,32.11877101742692,70.82097703468615,13.158441798388571,78.44131953179644,93.10381367717959
S9,10.990167251761482,76.85101231676924,42.726689751497915,83.43440602635383,21.51814577894287,15.66484837073438,0.927746044405837,29.718004887763634,62.73515901150168,5.79883699600467,355.6929478160131,106.5019652933527
S10,11.006210886669408,76.88216161028349,86.3858091352819,114.26496671482899,42.43264094022715,11.499395925304134,0.5713990174539033,31.946006575304807,55.405607632765204,13.840012101370897,163.44058363060134,72.65739568578199
S1,10.90308767414437,76.95974675787332,39.90973927750447,80.91852108643708,36.708654381279416,20.975233144624212,1.1266863064602193,30.25789765924048,61.27793223928947,11.80150474675819,247.77872488088533,76.83767021849486
S2,11.0454864778243,76.98837903953853,36.787170808184015,54.877947483387025,33.16016663647321,7.384065476081126,0.5707309213962625,22.098133734584515,75.88748619704185,12.463788098938702,50.59906832820988,83.9254794244667
S3,11.024866396120064,76.98039225190051,72.37166310250102,59.31143905292093,35.184339330653934,12.205390763642058,0.8605270930478067,26.242658424724983,83.84586305934609,2.2340852228059083,174.81229187738322,63.082581530535705
S4,10.931850866601742,76.8948538618921,66.87494040944404,101.20212366653455,38.47581705361671,16.886059375322603,0.6491448299961284,29.42364977711354,80.43243528272188,14.516534641962338,9.913219153007574,73.61484280557005
